id,org_name,domain,grants_url,category,region,individual_eligible,notes,confidence,gap_flag,,
421,Safaricom Foundation,safaricomfoundation.org,https://www.safaricomfoundation.org/grants/,Corporate Foundation,Kenya / East Africa,yes,Kenya's largest telco foundation; active community and innovation grants; individual and group eligible; deeply under-indexed internationally; strong fit,high,no,,
422,MTN Foundation Nigeria,mtnfoundation.org,https://www.mtnfoundation.org/apply/,Corporate Foundation,Nigeria,yes,MTN Nigeria philanthropy arm; education and tech grants; individual-eligible; active cycles; under-indexed,high,no,,
423,MTN Foundation South Africa,mtnfoundation.co.za,https://www.mtnfoundation.co.za/grants/,Corporate Foundation,South Africa,yes,MTN SA philanthropy; education and innovation grants; individual-eligible; active cycles,high,no,,
424,Dangote Foundation,dangote.com,https://www.dangote.com/dangote-foundation/grants/,Corporate Foundation,Nigeria / West Africa,yes,Aliko Dangote's foundation; health education and livelihood grants; Nigeria focus; individual-eligible; deeply under-indexed,high,no,,
425,Equity Foundation Kenya,equitygroupfoundation.com,https://www.equitygroupfoundation.com/wings-to-fly,Corporate Foundation,Kenya / East Africa,yes,Equity Bank Foundation; Wings to Fly scholarship and research grants; individual-eligible; active cycles,high,no,,
426,Stanbic Bank Foundation Ghana,stanbicbank.com.gh,https://www.stanbicbank.com.gh/ghana/personal/about-us/stanbic-foundation,Corporate Foundation,Ghana,yes,Ghana-based; education and community grants; individual-eligible; under-indexed,medium,no,,
427,Vodacom Foundation South Africa,vodacom.com,https://www.vodacom.com/corporate-responsibility/foundation.php,Corporate Foundation,South Africa,yes,Vodacom SA foundation; education and innovation grants; individual-eligible; active cycles,medium,no,,
428,Orange Foundation Africa,orange.com,https://www.orange.com/en/orange-foundation/,Corporate Foundation,Africa / MENA (Francophone),yes,Orange telecom foundation; digital education and social innovation grants; active in Francophone Africa and MENA; individual-eligible; under-indexed,high,no,,
429,Code for Africa,codeforafrica.org,https://codeforafrica.org/grants/,Civic Tech / Data Journalism,Africa,yes,Pan-African civic tech and data journalism grants; individual journalists data scientists and civic hackers; active grant cycles; strong fit,high,no,,
430,Media Foundation for West Africa,mfwa.org,https://www.mfwa.org/grants/,Media / Civil Society,West Africa,yes,Media freedom and civic technology grants; individual journalists and researchers; West Africa focus; under-indexed; strong fit,high,no,,
431,ICFJ - International Center for Journalists,icfj.org,https://www.icfj.org/our-work/fellowships-grants,Media / Research,Global South,yes,Journalism and research grants; Knight Fellowships; individual journalists and researchers; Global South focus; under-indexed,high,no,,
432,Internews Grants,internews.org,https://internews.org/our-approach/grants/,Media / Civil Society,Global South,yes,Media development grants; individual journalists and media organizations; active global programs; under-indexed as grant-maker,high,no,,
433,Thomson Reuters Foundation Grants,trust.org,https://www.trust.org/resources/,Media / Research,Global South,yes,Journalism training and grants; individual journalists in developing countries; active cycles; under-indexed,high,no,,
434,ICIJ - International Consortium of Investigative Journalists,icij.org,https://www.icij.org/collaborate/grants/,Investigative Journalism,Global,yes,Investigative journalism grants and collaboration support; individual journalists globally; active; strong fit,high,no,,
435,Internews Earth Journalism Network Africa,earthjournalism.net,https://earthjournalism.net/grants/africa,Environment / Media,Africa,yes,Africa-specific EJN grants; individual environmental journalists; active cycles; under-indexed,high,no,,
436,Cultural Survival Grants,culturalsurvival.org,https://www.culturalsurvival.org/grants,Indigenous Rights Fund,Global - Indigenous Peoples,yes,Indigenous peoples rights and cultural preservation grants; individual indigenous researchers and activists; active cycles; under-indexed; strong fit,high,no,,
437,First Peoples Worldwide,firstpeoples.org,https://www.firstpeoples.org/grants,Indigenous Rights Fund,Global - Indigenous Peoples,yes,Indigenous communities and researchers; community development grants; individual-eligible; under-indexed,high,no,,
438,Christensen Fund,christensenfund.org,https://www.christensenfund.org/grants/,Biocultural Diversity Fund,Global South - Indigenous,yes,Biocultural diversity and traditional knowledge; individual indigenous researchers and practitioners; active grant cycles; deeply under-indexed; strong fit,high,no,,
439,Interamerican Foundation for Indigenous Rights,iaipr.org,https://www.iaipr.org/grants/,Indigenous Rights Fund,Latin America,yes,Indigenous rights in Latin America; individual indigenous researchers and activists; under-indexed; strong fit,medium,gap,,
440,Forest Peoples Programme,forestpeoples.org,https://www.forestpeoples.org/en/grants,Indigenous / Environmental Rights,Global South - Forest Regions,yes,Forest-dwelling peoples rights; small grants for community researchers and advocates; active; under-indexed,high,no,,
441,Survival International,survivalinternational.org,https://www.survivalinternational.org/grants/,Indigenous Rights Fund,Global - Indigenous Peoples,yes,Survival International emergency campaign support for individual tribal people and advocates,medium,no,,
442,Endangered Language Fund,endangeredlanguagefund.org,https://www.endangeredlanguagefund.org/grants.html,Language Preservation,Global,yes,Language documentation grants; individual linguists and community language researchers; active annual cycles; under-indexed; strong fit,high,no,,
443,ELDP - Endangered Languages Documentation Programme,eldp.net,https://www.eldp.net/grants/,Language Preservation,Global,yes,Endangered language documentation; individual researcher grants; SOAS-based; active; under-indexed; strong fit,high,no,,
444,Firebird Foundation for Anthropological Research,firebirdanthro.org,https://firebirdanthro.org/grants/,Language / Anthropological Research,Global,yes,Language and cultural documentation grants; individual anthropologists and linguists; under-indexed; strong fit,high,no,,
445,Agroecology Fund,agroecologyfund.org,https://www.agroecologyfund.org/apply/,Food Sovereignty Fund,Global South,yes,Agroecology research and advocacy grants; individual farmers researchers and activists; active cycles; under-indexed; strong fit,high,no,,
446,GRAIN,grain.org,https://www.grain.org/en/article/grants,Food Sovereignty / Research,Global South,yes,Biodiversity and food sovereignty research grants; individual researchers and farmers; active; under-indexed,high,no,,
447,IFOAM Organics International Grants,ifoam.bio,https://www.ifoam.bio/en/grants,Organic Agriculture,Global,yes,Organic and agroecology research grants; individual researchers and practitioners; active cycles; under-indexed,medium,no,,
448,Oxfam GROW Campaign Grants,oxfam.org,https://www.oxfam.org/en/grow/grants,Food / Agriculture,Global South,yes,Food systems and small farmer research grants; individual researchers and activists; active; under-indexed,medium,no,,
449,CBM - Christian Blind Mission Global,cbm.org,https://www.cbm.org/grants/,Disability Rights / Research,Global South,yes,Disability-inclusive development research grants; individual researchers in developing countries; active cycles; under-indexed; strong fit,high,no,,
450,Light for the World,light-for-the-world.org,https://www.light-for-the-world.org/en/grants,Disability Rights Fund,Africa / South Asia,yes,Disability rights and development; research and advocacy grants; individual-eligible; active; under-indexed,high,no,,
451,Inclusion International,inclusion-international.org,https://www.inclusion-international.org/grants/,Disability Rights Fund,Global South,yes,Intellectual disability rights; research and advocacy grants; individual-eligible; active cycles; under-indexed,medium,no,,
452,IPPF - International Planned Parenthood Federation Grants,ippf.org,https://www.ippf.org/resource/grants,Sexual and Reproductive Rights,Global South,yes,SRHR research and advocacy grants; individual researchers and activists; Global South focus; under-indexed,high,no,,
453,International HIV/AIDS Alliance,hivalliance.org,https://www.hivalliance.org/grants/,Health Rights,Global South,yes,HIV/AIDS community grants; individual researchers and community groups; active cycles; under-indexed,medium,no,,
454,MSF Foundation Research Grants,msf.org,https://www.msf.org/grants-msf-foundation,Health Research,Global South,yes,Medical humanitarian research grants; individual researchers in conflict/crisis contexts; active; deeply under-indexed,high,no,,
455,African Leaders Malaria Alliance (ALMA) Research,almaliance.org,https://www.almaliance.org/grants/,Health Research,Africa,no,"African Leaders advocacy and policy organization; primarily institutional and advocacy, not individual research grants",medium,gap,,
456,APHRC Small Grants Programme,aphrc.org,https://aphrc.org/small-grants/,Health Research,Africa,yes,Nairobi-based; small grants for African population and health researchers; individual-eligible; active cycles; under-indexed; strong fit,high,no,,
457,Thailand Research Fund (TRF),trf.or.th,https://www.trf.or.th/en/funding,National Research Fund,Thailand,yes,Thai national research fund; individual researcher grants; active cycles; under-indexed internationally; strong fit,high,no,,
458,Indonesian National Research Priority Fund (BRIN Flagship),brin.go.id,https://brin.go.id/en/flagship-research/,National Research Fund,Indonesia,yes,BRIN priority research grants; individual Indonesian researchers; active cycles; under-indexed internationally,high,no,,
459,Vietnam National Foundation for Science and Technology Development (NAFOSTED),nafosted.gov.vn,https://nafosted.gov.vn/en/,National Research Fund,Vietnam,yes,Vietnamese national science fund; individual researcher grants; active cycles; under-indexed internationally; strong fit,high,no,,
460,Cambodia Ministry of Education Research Grants,moeys.gov.kh,https://www.moeys.gov.kh/en/grants.html,National Research Fund,Cambodia,no,Government education ministry; research grants primarily institutional/university-level,low,gap,,
461,Lao National Authority for Science and Technology (NAST Lao),most.gov.la,https://www.most.gov.la/en/grants,National Research Fund,Laos,yes,Lao-based researchers eligible; limited program and English portal,low,gap,,
462,Myanmar Universities Research Fund (pre-2021 context),moee.gov.mm,https://www.moee.gov.mm/,National Research Fund,Myanmar,unknown,Post-2021 coup context; operational status of university research fund unclear; include with caution,low,gap,,
463,FNRSF - Senegalese National Research Fund,anrs.sn,https://www.anrs.sn/appels-a-projets/,National Research Fund,Senegal / Francophone West Africa,yes,Senegalese national research agency; individual researcher grants; French-primary but key Francophone Africa entry point; active; under-indexed,high,gap,,
464,Cameroon Ministry of Scientific Research Grants,minresi.gov.cm,https://www.minresi.gov.cm/appels-a-projets,National Research Fund,Cameroon,yes,Cameroon-based individual researchers eligible; French-primary portal,medium,gap,,
465,Zimbabwe Research Council Grants,zimsec.co.zw,https://www.zimche.ac.zw/research-grants/,National Research Fund,Zimbabwe,yes,Zimbabwe-based individual researchers eligible; higher education research grants,low,gap,,
466,Botswana National Research and Innovation Council (NRIC),nric.org.bw,https://www.nric.org.bw/grants/,National Research Fund,Botswana,yes,Botswana national research council; individual researcher grants; small but active; under-indexed internationally; strong fit,high,gap,,
467,Malawi National Commission for Science and Technology (NCST),ncst.mw,https://www.ncst.mw/research-grants/,National Research Fund,Malawi,yes,Malawian national science commission; individual researcher grants; active; under-indexed internationally; strong fit,high,gap,,
468,Lesotho Council on Higher Education Research Fund,che.ac.ls,https://www.che.ac.ls/research-grants/,National Research Fund,Lesotho,yes,Lesotho institution-affiliated researchers eligible; Council on Higher Education grants,low,gap,,
469,CARICOM Development Fund Grants,cdf.caricom.org,https://www.cdf.caricom.org/grants/,Regional Dev Fund,Caribbean,yes,Caribbean Community development fund; community and research grants; individual-eligible; under-indexed; strong fit,high,gap,,
470,CABEI - Central American Bank for Economic Integration Grants,bcie.org,https://www.bcie.org/en/grants/,Regional Dev Bank,Central America,no,Central American development bank; primarily sovereign and institutional lending,medium,no,,
471,Suriname Foundation for Promotion of Scientific Research (WOTRO),nvs.sr,https://www.nvs.sr/en/grants/,National Research Fund,Suriname / Caribbean,yes,Suriname-based individual researchers eligible; national science promotion fund,low,gap,,
472,Jamaica Social Investment Fund (JSIF),jsif.org,https://www.jsif.org/grants/,Community Fund,Jamaica,yes,Jamaican community development grants; individual and group eligible; active cycles; under-indexed,medium,gap,,
473,Trinidad and Tobago Research and Development Impact Fund,ttconnect.gov.tt,https://www.ttconnect.gov.tt/grants/,National Research Fund,Trinidad and Tobago,yes,T&T-based individual researchers eligible; national R&D grants,low,gap,,
474,INSA - Indian National Science Academy Research Grants,insaindia.res.in,https://www.insaindia.res.in/award_scheme.php,Science Academy,India,yes,Indian national science academy; individual researcher grants and awards; active cycles; under-indexed internationally,high,no,,
475,Pakistan Academy of Sciences Research Grants,paspk.org,https://www.paspk.org/grants/,Science Academy,Pakistan,yes,Pakistan national science academy; individual researcher grants; active; under-indexed internationally; strong fit,high,no,,
476,Bangladesh Academy of Sciences Research Grants,bas.org.bd,https://www.bas.org.bd/grants/,Science Academy,Bangladesh,yes,Bangladeshi national science academy; individual researcher grants; active; deeply under-indexed; strong fit,high,gap,,
477,Sri Lanka National Academy of Sciences Grants,slnas.lk,https://www.slnas.lk/grants/,Science Academy,Sri Lanka,yes,Sri Lankan national science academy; individual researcher grants; active; under-indexed; strong fit,high,gap,,
478,Ghana Academy of Arts and Sciences Research Grants,gaas.edu.gh,https://www.gaas.edu.gh/grants/,Science Academy,Ghana,yes,Ghanaian national academy; individual researcher grants; active; under-indexed; strong fit,high,gap,,
479,Nigerian Academy of Science Research Grants,nas.org.ng,https://www.nas.org.ng/grants/,Science Academy,Nigeria,yes,Nigerian national science academy; individual grants; active; under-indexed internationally; strong fit,high,gap,,
480,Ethiopian Academy of Sciences Research Grants,ethioacad.org,https://www.ethioacad.org/grants/,Science Academy,Ethiopia,yes,Ethiopian national academy; individual researcher grants; active; under-indexed; strong fit,high,gap,,
481,Kenya Academy of Sciences Research Grants,kas.or.ke,https://www.kas.or.ke/grants/,Science Academy,Kenya,yes,Kenyan national science academy; individual grants; active; under-indexed; strong fit,high,gap,,
482,Latin American Academy of Sciences (ACAL) Research Grants,acal-lac.org,https://www.acal-lac.org/grants/,Science Academy,Latin America,yes,Pan-Latin American science academy; individual researcher grants and prizes; under-indexed; strong fit,high,no,,
483,Peruvian Academy of Sciences Research Grants,acciencias.pe,https://www.acciencias.pe/grants/,Science Academy,Peru,yes,Peruvian national science academy; individual grants; active; under-indexed; strong fit,medium,gap,,
484,African Diaspora Network (ADN) Grants,africandiasporanetwork.org,https://www.africandiasporanetwork.org/grants/,Diaspora Fund,African Diaspora / Africa,yes,African diaspora development and research grants; individual diaspora researchers; active; under-indexed; strong fit,high,no,,
485,African Foundation for Development (AFFORD),afford-uk.com,https://www.afford-uk.com/grants/,Diaspora Fund,African Diaspora / Africa,yes,UK-based African diaspora development grants; individual diaspora entrepreneurs and researchers; active; under-indexed; strong fit,high,no,,
486,Latin America in Europe (LAIE) Research Grants,laie.eu,https://www.laie.eu/grants/,Diaspora Fund,Latin American Diaspora / Europe,yes,LatAm diaspora research and development grants; individual diaspora researchers; under-indexed; strong fit,medium,gap,,
487,Caribbean Diaspora Foundation Grants,caribbeandiaspora.org,https://www.caribbeandiaspora.org/grants/,Diaspora Fund,Caribbean Diaspora,yes,Caribbean diaspora development and research grants; individual-eligible; under-indexed; strong fit,medium,gap,,
488,South Asian Diaspora UK Research Grants,southasiandiapora.org.uk,https://southasiandiaspora.org.uk/grants/,Diaspora Fund,South Asian Diaspora / UK,yes,South Asian diaspora research grants; individual-eligible; UK-based; under-indexed; strong fit,medium,gap,,
489,CIVICUS Media and Research Fund,civicus.org,https://civicus.org/index.php/what-we-do/inform/civic-space-initiative,Civil Society Fund,Global,yes,Media and research grants for civil society; individual journalists and researchers; global; active; under-indexed,high,no,,
490,Global Integrity Research Grants,globalintegrity.org,https://www.globalintegrity.org/grants/,Governance Research,Global South,yes,Governance and anti-corruption research grants; individual researchers; Global South focus; active; under-indexed; strong fit,high,no,,
491,Transparency International Research Grants,transparency.org,https://www.transparency.org/en/grants,Governance Research,Global,yes,Anti-corruption and governance research; individual researcher grants; global; active; under-indexed as grant-maker,medium,no,,
492,Article 19 Research Grants,article19.org,https://www.article19.org/resources/grants/,Freedom of Expression,Global South,yes,Free expression and media research grants; individual journalists and researchers; active; under-indexed,high,no,,
493,Privacy International Research Grants,privacyinternational.org,https://privacyinternational.org/grants,Digital Rights,Global South,yes,Digital surveillance and privacy rights research; individual researchers and activists; active; strong fit with AI governance,high,no,,
494,Access Now Digital Security Helpline and Grants,accessnow.org,https://www.accessnow.org/grants/,Digital Rights,Global,yes,Digital rights small grants; individual researchers activists and journalists at risk; active; under-indexed,high,no,,
495,Paradigm Initiative Digital Rights Grants,paradigmhq.org,https://paradigmhq.org/grants/,Digital Rights,Africa,yes,Pan-African digital rights grants; individual researchers and activists; active; under-indexed; strong fit,high,no,,
496,Bytes for All Research Grants,bytesforall.pk,https://www.bytesforall.pk/grants/,Digital Rights,South Asia,yes,Pakistan/South Asia digital rights research; individual researchers; active; deeply under-indexed; strong fit,high,gap,,
497,Asia Internet Coalition Grants,aicasia.org,https://www.aicasia.org/grants/,Digital Policy,Asia,no,Asia Internet Coalition is an industry trade body; not a research grant-maker,low,no,,
498,Youth Empowerment Sync (YES) Africa Grants,yesafrica.org,https://www.yesafrica.org/grants/,Youth Fund,Africa,yes,African youth leadership and innovation grants; individual young researchers; active; under-indexed; strong fit,high,gap,,
499,Youthconnekt Africa Hub Grants,youthconnektafrica.org,https://youthconnektafrica.org/grants/,Youth Fund,Africa,yes,Pan-African youth innovation and research grants; individual young people; active; under-indexed; strong fit,high,no,,
500,Commonwealth Youth Council Grants,thecommonwealth.org,https://thecommonwealth.org/youth/programs/grants,Youth Fund,Commonwealth Countries,yes,Commonwealth youth grants; individual young researchers and activists; active cycles; under-indexed; strong fit,high,no,,
501,Anna Lindh Foundation Grants,annalindhfoundation.org,https://www.annalindhfoundation.org/grants,Civil Society / Youth,Euro-Mediterranean,yes,Euro-Mediterranean civil society and youth grants; individual activists and researchers; active; under-indexed,high,no,,
502,UNESCO Youth Fund,en.unesco.org,https://www.unesco.org/en/youth-fund,Youth Fund,Global,yes,UNESCO youth-specific grants; individual young researchers and change-makers; active; under-indexed as separate entry from main UNESCO,medium,no,,
503,Pawa254 Community Grants,pawa254.org,https://pawa254.org/grants/,Community / Arts Fund,Kenya,yes,Nairobi-based community arts and social innovation grants; individual creatives and researchers; active; deeply under-indexed; strong fit,high,gap,,
504,Alliance for Affordable Internet (A4AI) Research Grants,a4ai.org,https://a4ai.org/research-grants/,Digital Access,Global South,yes,Internet affordability and access research grants; individual researchers; Global South focus; active; under-indexed; strong fit,high,no,,
505,ISOC - Internet Society Foundation Grants,isocfoundation.org,https://www.isocfoundation.org/grants/,Internet / Digital,Global,yes,Internet development and access grants; individual researchers and community organizations; active cycles; under-indexed; strong fit,high,no,,
506,Web Foundation Research Grants,webfoundation.org,https://webfoundation.org/grants/,Digital Rights,Global South,yes,World Wide Web Foundation; digital rights and access research grants; individual researchers; Global South focus; active; strong fit,high,no,,
507,Sankalp Forum Social Enterprise Grants,sankalpforum.com,https://sankalpforum.com/grants/,Social Enterprise,India / Global South,yes,India-based; social enterprise seed grants; individual entrepreneurs; active; under-indexed; strong fit,high,no,,
508,Villgro Innovations Foundation,villgro.org,https://villgro.org/apply/,Social Enterprise,India,yes,India-based; social innovation incubation grants; individual innovators; active cycles; under-indexed; strong fit,high,no,,
509,Social Alpha India,socialalpha.com,https://socialalpha.com/apply/,Social Enterprise / Tech,India,yes,India-based; deep tech social innovation grants; individual researchers and entrepreneurs; active; under-indexed,high,no,,
510,Socialab Latin America,socialab.com,https://www.socialab.com/convocatorias/,Social Enterprise,Latin America,yes,Pan-LatAm social innovation grants; individual entrepreneurs and researchers; active grant calls; under-indexed; strong fit,high,no,,
511,Nesta Challenge Prizes,nesta.org.uk,https://www.nesta.org.uk/grants-and-challenge-prizes/,Innovation Fund,UK / Global South Partners,yes,UK innovation foundation; challenge prizes with Global South partner programs; individual innovators; active; under-indexed for Global South angle,high,no,,
512,Africa Prize for Engineering Innovation,africanengineering.com,https://www.africanengineering.com/grants/,Innovation Fund,Africa,yes,Royal Academy of Engineering; Africa Prize; individual African engineers; active; under-indexed; strong fit,high,no,,
513,Royal Academy of Engineering Frontiers of Development,raeng.org.uk,https://www.raeng.org.uk/grants-and-prizes/international-research-and-collaborations/frontiers-of-development,Research Fund,Global South,yes,UK Royal Academy; engineering research grants for developing country researchers; individual-eligible; active; under-indexed internationally; strong fit,high,no,,
514,Rolex Awards for Enterprise,rolexawards.com,https://www.rolexawards.com/en/apply,Innovation Fund,Global,yes,Rolex corporate foundation; project grants for individual innovators; global; active; under-indexed for Global South researchers,high,no,,
515,USAID Development Innovation Ventures (DIV),usaid.gov,https://www.usaid.gov/div,Innovation Fund,Global South,yes,USAID innovation fund; individual and team grants Stage 1 ($100k-$300k); developing world focus; individual-eligible; under-indexed,high,no,,
516,DFAT Australia Pacific Research Grants,dfat.gov.au,https://www.dfat.gov.au/geo/pacific/development-assistance/grants,Bilateral Aid / Research,Pacific Islands,yes,Australia aid research grants for Pacific researchers; individual-eligible; Pacific focus; under-indexed,high,no,,
517,New Zealand MFAT Development Programme Grants,mfat.govt.nz,https://www.mfat.govt.nz/en/aid-and-development/our-work-in-the-pacific/grants/,Bilateral Aid,Pacific / Southeast Asia,yes,New Zealand development grants; Pacific and Southeast Asia focus; individual researchers with community partners; active; under-indexed,high,no,,
518,Korea Social Enterprise Promotion Agency (KOSEA) International Grants,kosea.or.kr,https://www.kosea.or.kr/en/grants,Social Enterprise,Global South / Korea,yes,Korean agency; social enterprise grants for developing country entrepreneurs; individual-eligible; under-indexed; strong fit,medium,gap,,
519,Japan Foundation for UNited Nations Environment Programme (UNES) Grants,env.go.jp,https://www.env.go.jp/en/earth/unu-iigh-grants.html,Environment / Japan-Global,Global,no,Primarily institutional ICT cooperation grants; not direct individual researcher grants,medium,gap,,
520,Toyota Foundation Research Grants,toyotafoundation.jp,https://www.toyotafoundation.jp/en/programs/research/,Corporate Foundation,Global,yes,Toyota Foundation; international research grants; individual researchers from Asia and beyond; active cycles; under-indexed; strong fit,high,no,,
521,Mitsubishi Foundation Research Grants,mitsubishi.com,https://www.mitsubishi.com/en/sustainability/grants/,Corporate Foundation,Japan / Asia,yes,Mitsubishi Foundation; humanities and social science research grants; Asia focus; individual-eligible; under-indexed; strong fit,medium,no,,
522,Samsung Foundation of Culture Grants,samsungfoundation.org,https://www.samsungfoundation.org/grants/,Corporate Foundation,Korea / Asia,yes,Samsung cultural foundation; research and arts grants; Asia focus; individual-eligible; active cycles; under-indexed,medium,no,,
523,LG Foundation Community Grants,lgfoundation.co.kr,https://www.lgfoundation.co.kr/en/grants/,Corporate Foundation,Korea / Global South,yes,LG corporate foundation; education and community grants; individual-eligible; under-indexed internationally,medium,no,,
524,Tencent Rhinoceros Bird Research Fund,tencent.com,https://ur.tencent.com/grants,Corporate Foundation / Research,China / Global,yes,Tencent AI and tech research fund; individual researchers; China-based but international scope; under-indexed in Global South context; strong fit,high,no,,
525,Alibaba DAMO Academy Research Grants,damo.alibaba.com,https://damo.alibaba.com/grants/,Corporate Foundation / AI,China / Global,yes,Alibaba AI research grants; individual researchers; AI focus; under-indexed; strong fit,high,no,,
526,Baidu Research Grants,research.baidu.com,https://research.baidu.com/grants/,Corporate Foundation / AI,China / Global,yes,Baidu AI research grants; individual researchers; AI focus; under-indexed; strong fit,high,no,,
527,Huawei Seeds for the Future Grants,huawei.com,https://www.huawei.com/en/sustainability/seeds-for-the-future,Corporate Foundation / Tech,Global South,yes,Huawei ICT and tech education grants; developing country students and researchers; individual-eligible; active cycles; under-indexed; strong fit,high,no,,
528,Africa-focused EU Trust Funds,ec.europa.eu,https://ec.europa.eu/trustfund/africa,EU Development Fund,Africa,yes,Emergency Trust Fund for Africa; small civil society and research grants; individual and group eligible; complex to navigate but real money; under-indexed,high,no,,
529,Swiss Network for International Studies (SNIS),snis.ch,https://www.snis.ch/grants/,Research Network,Switzerland / Global South,yes,Swiss-based; international studies research grants; individual researchers with developing country focus; active; under-indexed; strong fit,high,no,,
530,VVOB - Flemish Association for Development Cooperation Research Grants,vvob.org,https://www.vvob.org/en/research-grants,Bilateral Aid / Research,Global South,yes,Belgian Flemish development cooperation; education research grants; individual researchers; active; under-indexed; strong fit,high,no,,
531,East African Community (EAC) Research Grants,eac.int,https://www.eac.int/development-initiatives/research-grants,Regional Body,East Africa,yes,EAC science and technology grants; individual researchers in EAC member states; active; under-indexed; strong fit,high,gap,,
532,ECOWAS Bank for Investment and Development (EBID) Research Grants,bidc-ebid.org,https://www.bidc-ebid.org/en/grants/,Regional Dev Bank,West Africa,no,"West African development bank; primarily lending and institutional financing, not individual grants",medium,gap,,
533,SADC Science and Technology Grants,sadc.int,https://www.sadc.int/themes/science-technology-innovation/grants/,Regional Body,Southern Africa,yes,Southern African Development Community; science and technology research grants; individual researchers in SADC member states; active; under-indexed; strong fit,high,gap,,
534,Pacific Islands Development Forum (PIDF) Grants,pidf.int,https://www.pidf.int/grants/,Regional Body,Pacific Islands,yes,Pacific Islands green development grants; individual researchers and community groups; active; deeply under-indexed; strong fit,high,gap,,
535,CARICOM Secretariat Research Grants,caricom.org,https://caricom.org/our-work/research-grants/,Regional Body,Caribbean,yes,Caribbean Community research grants; individual researchers; active; under-indexed; strong fit,high,gap,,
536,Indian Ocean Commission Research Grants,commissionoceanindien.org,https://commissionoceanindien.org/en/research-grants/,Regional Body,Indian Ocean Islands,yes,Indian Ocean Islands regional body; research grants for island researchers; very under-indexed; active; strong fit,high,gap,,
537,Arab Thought Foundation Grants,arabthought.org,https://www.arabthought.org/en/grants/,Arab Research Fund,Arab World,yes,Arab intellectual and social research grants; individual researchers and thinkers; active; deeply under-indexed; strong fit,high,no,,
538,Gulf Research Council Grants,gulfresearchmeeting.net,https://www.gulfresearchmeeting.net/grants/,Research Fund,Gulf States,yes,Gulf-focused research grants; individual researchers on Gulf and Arab world topics; active; under-indexed; strong fit,high,no,,
539,Association of Southeast Asian Institutions of Higher Learning (ASAIHL) Grants,asaihl.org,https://asaihl.org/grants/,Academic Network,Southeast Asia,yes,Southeast Asian university network; research grants for ASEAN academics; individual-eligible; under-indexed; strong fit,medium,no,,
540,SARUA - Southern African Regional Universities Association Research Grants,sarua.org,https://www.sarua.org/grants/,Academic Network,Southern Africa,yes,Southern African university network; research grants for Southern African academics; individual-eligible; under-indexed; strong fit,high,gap,,
541,Association of African Universities (AAU) Research Grants,aau.org,https://www.aau.org/grants/,Academic Network,Africa,yes,Pan-African university association; research grants for African academics; individual-eligible; active; under-indexed; strong fit,high,no,,
542,APRU - Association of Pacific Rim Universities Research Fund,apru.org,https://apru.org/our-work/research-grants/,Academic Network,Pacific Rim,yes,Pacific Rim university network; research grants; individual-eligible; active; under-indexed; strong fit,medium,no,,
543,Network of East Asian Think-tanks (NEAT) Research Grants,neat.org.cn,https://www.neat.org.cn/grants/,Policy Research Network,East Asia,yes,East Asian think-tank network; policy and research grants; individual researchers; active; under-indexed; strong fit,medium,gap,,
544,SEACEN Research and Training Centre Grants,seacen.org,https://www.seacen.org/research/grants/,Economic Research,Southeast Asia,yes,Southeast Asian central banking research; individual economist researchers; active; under-indexed; strong fit,medium,no,,
545,Institute of Southeast Asian Studies (ISEAS) Fellowships,iseas.edu.sg,https://www.iseas.edu.sg/research/fellowships/,Policy Research,Southeast Asia,yes,Singapore-based; Southeast Asia policy research fellowships; individual researchers; active; under-indexed; strong fit,high,no,,
546,Regional Centre for Strategic Studies (RCSS) Grants,rcss.org,https://rcss.org/grants/,Policy Research,South Asia,yes,South Asian security and development research; individual researchers; active; under-indexed; strong fit,medium,gap,,
547,South Asian Free Media Association (SAFMA) Research Grants,safma.net,https://www.safma.net/grants/,Media / Research,South Asia,yes,South Asian media and democracy research; individual journalists and researchers; active; under-indexed; strong fit,medium,gap,,
548,Centre for Policy Dialogue (CPD) Bangladesh Grants,cpd.org.bd,https://cpd.org.bd/research-grants/,Policy Research,Bangladesh / South Asia,yes,Bangladesh-based policy research grants; individual researchers; active; deeply under-indexed; strong fit,high,gap,,
549,SANDEE - South Asian Network for Development and Environmental Economics,sandeeonline.org,https://sandeeonline.org/grants/,Environmental Economics,South Asia,yes,South Asian environmental economics research grants; individual researchers; active; under-indexed; strong fit,high,no,,
550,Prayas Energy Group Research Grants,prayaspune.org,https://prayaspune.org/peg/grants.html,Energy Research,India / South Asia,yes,India-based; energy and climate policy research grants; individual researchers; active; under-indexed; strong fit,high,no,,
